Country,Code,Region,Sub-Region,Year,Status,Income classifications,Life expectancy,Population,GDP Per Capita,"GNI per capita, PPP ($)",Total expenditure,Adult Mortality,infant deaths,Alcohol,health expenditure per capita $,health expenditure % of GDP,Hepatitis B (% of one-year-olds immunized),Polio (% of one-year-olds immunized),Measles per 1000,Measles MCV1 (% of one-year-olds immunized),under-five deaths,"Diphtheria, Pertussis, Tentanus (% of one-year-olds immunized)", HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Alcohol use disorders  (%),Drug use disorders (%),Avg Total Years of Schooling for Adult,"Government expenditure on education, total (% of GDP)",Mental disorders (%),obesity among adults (%),Gini coefficient,daily smoking in populations aged 10 and older (%),Neoplasms (Percent),Deaths - HIV/AIDS
Nepal,NPL,Asia,Southern Asia,2013,Developing,Low income,69.3,27381558,809.3846006,3053.149902,5.69,162,19,0.27,35.41,4.63,92,92,1861,88,24,92,0.1,16.1,16.5,0.545,1.21,0.38,4.2,3.018110037,13.97,3.2,,,0.235897915,1.23
Nepal,NPL,Asia,Southern Asia,2014,Developing,Low income,69.6,27462110,827.744346,3263.276855,5.8,158,18,0.01,42.3,5.08,92,92,1279,88,22,92,0.1,15.9,16.3,0.551,1.2,0.38,4.5,3.47213006,13.87,3.3,,,0.241411894,1.16
Nepal,NPL,Asia,Southern Asia,2015,Developing,Low income,69.2,27610328,882.3074488,3376.943848,,165,17,,46.86,5.47,91,90,1599,85,21,91,0.1,15.7,16.1,0.555,1.2,0.38,4.7,3.25902009,13.83,3.5,,,0.247872811,1.02
Netherlands,NLD,Europe,Western Europe,2000,Developed,High income,78.1,15899138,26214.49855,48275.11719,7.42,84,1,10.06,2028.18,7.71,,97,1019,96,1,97,0.1,1.1,1.1,0.873,1.77,1.2,10.8,4.585120201,16.57,14.2,,24.491,2.306301756,0.12
Netherlands,NLD,Europe,Western Europe,2001,Developed,High income,78.3,15981630,26896.54811,47931.8125,7.79,82,1,9.95,2175.73,8.06,,97,0,95,1,97,0.1,1.1,1.1,0.878,1.73,1.19,11,4.699649811,16.52,14.7,,,2.374642239,0.11
Netherlands,NLD,Europe,Western Europe,2002,Developed,High income,78.4,16057042,29343.245,47828.18359,8.34,81,1,9.68,2544.81,8.65,,97,3,95,1,97,0.1,1.1,1,0.882,1.68,1.18,11.1,4.805900097,16.42,15.3,,,2.444674051,0.09
Netherlands,NLD,Europe,Western Europe,2003,Developed,High income,78.7,16127574,35750.97466,48320.45313,8.46,8,1,9.56,3244.36,9.06,,98,4,96,1,98,0.1,1.1,1,0.881,1.62,1.16,11.3,5.040420055,16.29,15.9,,,2.512168049,0.09
Netherlands,NLD,Europe,Western Europe,2004,Developed,High income,79.2,16196036,40436.61823,48863.48438,8.52,77,1,9.56,3689.46,9.11,,98,11,96,1,98,0.1,1,1,0.885,1.57,1.15,11.5,5.062970161,16.19,16.5,0.298000261,,2.547444616,0.08
Netherlands,NLD,Europe,Western Europe,2005,Developed,High income,79.4,16261834,41994.71353,48777.10547,9.6,72,1,9.69,3823.48,9.1,,96,4,95,1,96,0.1,1,1,0.888,1.54,1.14,11.6,5.109399796,16.13,17.1,0.290482303,22.022,2.553611477,0.07
Netherlands,NLD,Europe,Western Europe,2006,Developed,High income,79.8,16325679,44900.93814,51499.17578,9.36,71,1,9.79,4080.22,9.08,,96,1,96,1,96,0.1,1,1,0.893,1.54,1.14,11.8,5.044020176,16.12,17.6,0.300433266,,2.602432589,0.04
Netherlands,NLD,Europe,Western Europe,2007,Developed,High income,82,16391232,51799.20855,52887.22266,9.36,68,1,9.53,4696.14,9.05,,97,10,96,1,97,0.1,1,1,0.899,1.54,1.13,12,4.886829853,16.12,18.2,0.295927782,,2.647564171,0.06
Netherlands,NLD,Europe,Western Europe,2008,Developed,High income,83,16460775,57879.94376,52322.35156,9.57,68,1,9.62,5382.45,9.28,,97,109,96,1,97,0.1,1,0.9,0.905,1.54,1.12,12,5.029049873,16.13,18.8,0.292980122,,2.71826374,0.05
Netherlands,NLD,Europe,Western Europe,2009,Developed,High income,86,16536200,52722.21306,51099.69141,1.29,65,1,9.23,5282.74,9.99,,97,15,96,1,97,0.1,1,0.9,0.906,1.54,1.11,11.9,5.43156004,16.15,19.4,0.278819972,,2.755451888,0.06
Netherlands,NLD,Europe,Western Europe,2010,Developed,High income,88,16617121,50999.74512,52187.89453,1.48,64,1,9.33,5191.69,10.16,,97,15,96,1,97,0.1,1,0.9,0.906,1.55,1.11,12,5.489089966,16.18,19.9,0.278452473,18.441,2.768828642,0.04
Netherlands,NLD,Europe,Western Europe,2011,Developed,High income,81.1,16701470,54230.3129,53327.69922,1.53,63,1,8.96,5562.12,10.23,20,97,51,96,1,97,0.1,1,0.9,0.911,1.56,1.11,12,5.463039875,16.25,20.5,0.277500869,,2.797367307,0.05
Netherlands,NLD,Europe,Western Europe,2012,Developed,High income,81.1,16785296,50070.1416,52747.10547,11.1,62,1,9.05,5284.65,10.54,20,97,10,96,1,97,0.1,1,0.9,0.921,1.57,1.12,12,5.410220146,16.38,21,0.276209308,,2.816402469,0.04
Netherlands,NLD,Europe,Western Europe,2013,Developed,High income,81.4,16867352,52198.89756,52339.16406,11.4,6,1,8.68,5532.73,10.58,51,97,2632,96,1,97,0.1,1,0.9,0.922,1.58,1.13,12.1,5.52655983,16.53,21.5,0.281064794,,2.809953363,0.04
Netherlands,NLD,Europe,Western Europe,2014,Developed,High income,81.7,16954080,52900.53742,52061.09766,1.9,58,1,0.01,5601.89,10.57,94,96,140,96,1,96,0.1,1,0.9,0.923,1.59,1.14,12.1,5.458899975,16.65,22.1,0.286314187,,2.799564421,0.04
Netherlands,NLD,Europe,Western Europe,2015,Developed,High income,81.9,17041110,45193.40322,53016.82422,,57,1,,4676.56,10.32,94,95,7,95,1,95,0.1,1,0.9,0.923,1.61,1.15,12.1,5.34815979,16.7,22.6,0.282415795,,2.813256108,0.04
New Zealand,NZL,Oceania,Australia and New Zealand,2000,Developed,High income,78.6,3855266,13641.10272,31157.01367,7.47,87,0,8.91,1054.91,7.47,90,82,65,85,0,90,0.1,0.3,0.3,0.864,1.74,1.88,11.6,,18.68,22.2,,21.046,3.100655287,0.08
New Zealand,NZL,Oceania,Australia and New Zealand,2001,Developed,High income,78.5,3889587,13882.85683,32219.19336,7.58,83,0,8.75,1054.33,7.58,90,82,65,85,0,90,0.1,0.3,0.3,0.868,1.73,1.9,11.6,6.560490131,18.74,22.9,,,3.096646416,0.06
New Zealand,NZL,Oceania,Australia and New Zealand,2002,Developed,High income,78.7,3948582,16874.18749,33159.0625,7.89,83,0,9.13,1250.93,7.9,89,84,21,84,0,90,0.1,0.3,0.3,0.873,1.72,1.92,11.6,6.406990051,18.81,23.5,,,3.10763772,0.05
New Zealand,NZL,Oceania,Australia and New Zealand,2003,Developed,High income,79.1,4019944,21913.70817,34057.56641,7.71,82,0,8.91,1611.79,7.72,89,86,66,84,0,90,0.1,0.3,0.3,0.881,1.71,1.94,11.6,6.437530041,18.91,24.1,,,3.1077622,0.04
New Zealand,NZL,Oceania,Australia and New Zealand,2004,Developed,High income,79.2,4081415,25420.23488,34592.66406,7.89,79,0,9.15,1983.19,7.9,88,87,33,83,0,89,0.1,0.3,0.3,0.884,1.72,1.95,11.6,6.512030125,18.99,24.7,,,3.081740425,0.05
New Zealand,NZL,Oceania,Australia and New Zealand,2005,Developed,High income,79.9,4132782,27751.06547,35051.29688,8.25,78,0,9.31,2296.61,8.27,87,89,20,82,0,89,0.1,0.3,0.3,0.886,1.73,1.97,11.7,6.278960228,19.04,25.3,,18.948,3.057530845,0.05
New Zealand,NZL,Oceania,Australia and New Zealand,2006,Developed,High income,79.9,4179986,26654.5932,35550.78516,8.65,76,0,9.34,2305.15,8.64,87,89,20,82,0,89,0.1,0.3,0.3,0.888,1.77,1.96,11.7,5.95276022,19.06,25.9,,,3.041693559,0.06
New Zealand,NZL,Oceania,Australia and New Zealand,2007,Developed,High income,81,4221495,32479.98174,36052.55859,8.35,76,0,9.19,2706.8,8.33,88,88,25,79,0,88,0.1,0.3,0.3,0.891,1.86,1.93,11.8,5.919650078,19.04,26.5,,,3.060102739,0.04
New Zealand,NZL,Oceania,Australia and New Zealand,2008,Developed,High income,81,4260235,31252.96256,35331.60547,1.7,75,0,9.49,2851.12,9.12,90,89,0,86,0,89,0.1,0.3,0.3,0.894,1.99,1.9,11.8,5.511449814,19.01,27.1,,,3.061056187,0.03
New Zealand,NZL,Oceania,Australia and New Zealand,2009,Developed,High income,85,4302884,28209.36233,36062.81641,11.21,73,0,9.24,2713.81,9.62,93,92,198,89,0,92,0.1,0.3,0.3,0.895,2.14,1.87,11.9,6.288169861,18.98,27.7,,,3.045235384,0.03
New Zealand,NZL,Oceania,Australia and New Zealand,2010,Developed,High income,89,4346345,33676.77412,35862.89844,11.2,71,0,9.62,3233.78,9.59,90,93,43,91,0,93,0.1,0.3,0.3,0.899,2.29,1.86,12,7.000390053,18.98,28.3,,17.025,3.023488417,0.05
New Zealand,NZL,Oceania,Australia and New Zealand,2011,Developed,High income,86,4381274,38387.62708,36543.34766,11.24,72,0,9.47,3656.73,9.52,95,95,597,93,0,95,0.1,0.3,0.3,0.901,2.5,1.86,12,6.939690113,18.99,28.9,,,3.030002964,0.03
New Zealand,NZL,Oceania,Australia and New Zealand,2012,Developed,High income,81.1,4410285,39973.38076,37315.96484,11.53,7,0,9.2,3856.17,9.65,93,93,68,92,0,93,0.1,0.3,0.3,0.904,2.79,1.86,12.1,7.159930229,19,29.5,,,3.061459322,0.04
New Zealand,NZL,Oceania,Australia and New Zealand,2013,Developed,High income,81.3,4450641,42976.64959,38074.41406,11.17,69,0,9.18,4014.97,9.36,93,92,8,92,0,92,0.1,0.3,0.3,0.908,3.08,1.85,12.1,6.701550007,19.02,30.1,,,3.079313589,0.04
New Zealand,NZL,Oceania,Australia and New Zealand,2014,Developed,High income,81.5,4514198,44572.89875,38843.05859,11.3,67,0,9.07,4192.74,9.4,93,93,280,93,0,93,0.1,0.4,0.3,0.91,3.31,1.85,12.2,6.342430115,19.03,30.7,,,3.120011821,0.05
New Zealand,NZL,Oceania,Australia and New Zealand,2015,Developed,High income,81.6,4590591,38630.72659,39766.77734,,66,0,8.7,3600.96,9.28,92,92,10,93,0,92,0.1,0.4,0.3,0.913,3.42,1.85,12.4,6.325059891,19.04,31.3,,,3.152082825,0.02
Nicaragua,NIC,Americas,Latin America and the Caribbean,2000,Developing,Low income,73,5123223,996.897852,3818.334717,5.39,192,4,3.61,52.25,5.24,83,85,0,86,5,83,0.4,2.2,2.1,0.562,2.76,0.44,5.1,3.001600027,13.14,13.3,,10.451,0.53366335,0.4
Nicaragua,NIC,Americas,Latin America and the Caribbean,2001,Developing,Low income,73,5192765,1025.10851,3850.373779,5.26,193,4,3.51,56.52,5.48,87,89,0,99,5,87,0.4,2.2,2.1,0.57,2.76,0.43,5.2,,13.16,13.7,0.429982022,,0.547085622,0.47
Nicaragua,NIC,Americas,Latin America and the Caribbean,2002,Developing,Low income,75,5259017,993.3841143,3849.814941,5.71,197,4,3.5,56.95,5.73,85,85,0,98,5,85,0.4,2.2,2.1,0.577,2.75,0.43,5.2,2.391010046,13.18,14.2,,,0.557884242,0.54
Nicaragua,NIC,Americas,Latin America and the Caribbean,2003,Developing,Low income,76,5323064,999.885954,3904.550293,6.12,198,4,3.77,60.82,6.08,86,86,0,93,5,86,0.3,2.1,2,0.583,2.74,0.42,5.3,2.422009945,13.21,14.6,,,0.567978004,0.63
Nicaragua,NIC,Americas,Latin America and the Caribbean,2004,Developing,Low income,71,5386220,1075.998562,4076.770508,6.13,194,4,3.81,65.15,6.06,79,80,0,84,4,79,0.3,2.1,2,0.587,2.73,0.41,5.4,,13.22,15.1,,,0.578145179,0.71
Nicaragua,NIC,Americas,Latin America and the Caribbean,2005,Developing,Lower-middle income,71.2,5454680,1158.883368,4237.153809,6.11,194,3,3.7,72.14,6.22,86,87,0,96,4,86,0.3,2,1.9,0.592,2.73,0.41,5.5,,13.23,15.6,0.405319877,10.132,0.585444149,0.78
Nicaragua,NIC,Americas,Latin America and the Caribbean,2006,Developing,Lower-middle income,73,5529811,1223.072856,4320.55127,6.33,17,3,3.69,77.76,6.36,88,88,0,99,4,88,0.3,2,1.9,0.597,2.75,0.41,5.6,,13.23,16.1,,,0.579055582,0.89
Nicaragua,NIC,Americas,Latin America and the Caribbean,2007,Developing,Lower-middle income,72.5,5607460,1323.829829,4503.259277,6.91,173,3,3.83,92.09,6.96,93,93,0,99,4,93,0.2,2,1.9,0.601,2.79,0.4,5.7,,13.23,16.6,,,0.584181547,0.9
Nicaragua,NIC,Americas,Latin America and the Caribbean,2008,Developing,Lower-middle income,72.5,5687752,1493.904544,4595.48584,6.98,169,3,3.64,107.07,7.17,97,97,0,99,3,97,0.2,1.9,1.8,0.607,2.84,0.4,5.8,,13.22,17.1,,,0.587792584,0.92
Nicaragua,NIC,Americas,Latin America and the Caribbean,2009,Developing,Lower-middle income,73.2,5770649,1438.086823,4359.46875,6.82,163,3,3.36,110.53,7.69,98,99,0,99,3,98,0.2,1.9,1.8,0.613,2.88,0.4,5.9,,13.22,17.6,0.43942161,,0.589693677,0.96
Nicaragua,NIC,Americas,Latin America and the Caribbean,2010,Developing,Lower-middle income,73.2,5855736,1495.737186,4501.692383,6.58,154,3,3.38,115.32,7.71,98,99,0,99,3,98,0.1,1.9,1.8,0.614,2.9,0.4,6,4.484220028,13.22,18.2,,10.031,0.585055643,1.14
Nicaragua,NIC,Americas,Latin America and the Caribbean,2011,Developing,Lower-middle income,74.5,5942554,1644.799354,4724.374512,6.39,147,3,3.39,122.53,7.45,98,99,0,99,3,98,0.1,1.8,1.8,0.62,2.9,0.4,6.1,,13.23,18.8,,,0.590912372,1.38
Nicaragua,NIC,Americas,Latin America and the Caribbean,2012,Developing,Lower-middle income,73.9,6030605,1746.425626,4901.973633,8.4,157,2,3.63,130.78,7.49,98,99,0,99,3,98,0.1,1.8,1.7,0.625,2.89,0.4,6.3,,13.24,19.3,,,0.594162649,1.57
Nicaragua,NIC,Americas,Latin America and the Caribbean,2013,Developing,Lower-middle income,73.9,6119377,1794.786575,5028.767578,8.43,157,2,3.58,137.1,7.64,98,99,0,99,3,98,0.1,1.8,1.7,0.63,2.88,0.39,6.4,,13.25,19.9,,,0.599283682,1.72
Nicaragua,NIC,Americas,Latin America and the Caribbean,2014,Developing,Lower-middle income,74.5,6208680,1913.521348,5257.846191,9.4,148,2,3.55,152.64,7.98,98,99,0,99,3,98,0.1,1.8,1.7,0.636,2.86,0.39,6.5,4.0832901,13.25,20.5,0.461562942,,0.610152331,1.87
Nicaragua,NIC,Americas,Latin America and the Caribbean,2015,Developing,Lower-middle income,74.8,6298610,2025.324776,5425.088867,,145,2,,161.28,7.96,98,99,0,99,2,98,0.1,1.8,1.7,0.642,2.85,0.39,6.5,4.078430176,13.26,21.2,,,0.605573941,2.04
Niger,NER,Africa,Sub-Saharan Africa,2000,Developing,Low income,50,11622673,192.8777195,973.2432251,6.1,284,58,0.1,8.96,4.66,,41,21319,37,128,34,1.5,12.8,12.9,0.253,0.47,0.29,1.1,2.565020084,11.37,2.2,,4.07,0.331937029,1.72
Niger,NER,Africa,Sub-Saharan Africa,2001,Developing,Low income,56,12031431,203.5264869,1011.085571,7.1,283,57,0.11,9.59,4.73,,42,61208,39,127,36,1.6,12.7,12.7,0.255,0.47,0.29,1.1,2.279819965,11.38,2.3,,,0.335099865,1.82
Niger,NER,Africa,Sub-Saharan Africa,2002,Developing,Low income,51.4,12456520,223.3524016,1026.873779,6.55,282,57,0.1,10.75,4.83,,43,31584,41,124,39,1.6,12.5,12.5,0.261,0.47,0.29,1.2,2.401340008,11.4,2.4,,,0.338073724,1.93
Niger,NER,Africa,Sub-Saharan Africa,2003,Developing,Low income,52.1,12900793,263.0912436,1008.029602,6.23,28,56,0.1,12.45,4.75,,44,54190,43,121,41,1.6,12.3,12.2,0.266,0.47,0.29,1.2,1.937059999,11.41,2.6,,,0.341648824,1.98
Niger,NER,Africa,Sub-Saharan Africa,2004,Developing,Low income,52.9,13366889,281.3253773,987.8002319,6.61,279,56,0.11,13.96,4.98,,45,63057,45,118,43,1.6,12.1,12,0.27,0.47,0.3,1.3,,11.42,2.7,,,0.345152076,2.05
Niger,NER,Africa,Sub-Saharan Africa,2005,Developing,Low income,53.7,13855225,316.3656254,1021.853516,7.15,278,55,0.11,18.54,5.88,,46,2183,47,114,45,1.6,11.9,11.8,0.278,0.47,0.3,1.3,,11.43,2.8,0.444254442,4,0.348701296,2.01
Niger,NER,Africa,Sub-Saharan Africa,2006,Developing,Low income,54.5,14365171,331.1037838,1041.911987,7.39,277,54,0.11,19.79,5.99,,52,59,53,110,51,1.5,11.6,11.5,0.286,0.46,0.3,1.3,2.558520079,11.45,3,,,0.34886553,1.95
Niger,NER,Africa,Sub-Saharan Africa,2007,Developing,Low income,55.2,14897877,384.71836,1031.515015,6.94,276,53,0.1,20.84,5.43,,57,282,60,106,57,1.4,11.4,11.3,0.293,0.46,0.3,1.4,3.014620066,11.47,3.1,0.373044542,,0.347027218,1.86
Niger,NER,Africa,Sub-Saharan Africa,2008,Developing,Low income,56,15455181,472.1784708,1065.755737,6.76,272,52,0.12,24.71,5.25,,68,1317,66,102,67,1.3,11.2,11,0.298,0.46,0.3,1.4,2.723119974,11.48,3.3,,,0.346073343,1.81
Niger,NER,Africa,Sub-Saharan Africa,2009,Developing,Low income,57.1,16037917,458.4219127,1046.519409,6.98,263,51,0.11,24.41,5.34,71,71,801,69,99,71,1.1,11,1.8,0.307,0.46,0.3,1.4,3.335880041,11.5,3.4,,,0.344497886,1.58
Niger,NER,Africa,Sub-Saharan Africa,2010,Developing,Low income,58.2,16647545,471.6126517,1093.314331,6.36,252,50,0.12,23.34,4.96,70,75,372,67,95,70,0.9,1.7,1.6,0.312,0.46,0.3,1.4,2.721950054,11.51,3.6,,4.476,0.342523116,1.36
Niger,NER,Africa,Sub-Saharan Africa,2011,Developing,Low income,59.4,17283118,507.6025233,1085.115234,6.66,241,50,0.15,24.69,4.87,75,40,771,69,93,75,0.7,1.5,1.3,0.323,0.46,0.3,1.5,3.077620029,11.52,3.8,0.314517146,,0.343380404,1.24
Niger,NER,Africa,Sub-Saharan Africa,2012,Developing,Low income,63,17954410,525.047324,1122.2854,6.11,232,49,0.01,22.57,4.31,71,71,272,75,90,71,0.7,1.3,1.1,0.331,0.46,0.3,1.6,3.18682003,11.54,3.9,,,0.344535699,1.13
Niger,NER,Africa,Sub-Saharan Africa,2013,Developing,Low income,69,18653204,548.1578755,1142.618774,5.9,227,49,0.01,24.44,4.47,73,62,1224,80,89,73,0.6,1,9.9,0.341,0.46,0.3,1.7,3.689529896,11.56,4.1,,,0.3463434,1.07
Niger,NER,Africa,Sub-Saharan Africa,2014,Developing,Low income,61.4,19372012,560.7545092,1178.015503,5.82,223,49,0.01,24.89,4.45,81,79,1142,80,88,81,0.5,9.8,9.6,0.345,0.46,0.3,1.7,5.103680134,11.58,4.3,0.34276576,,0.349196,1.09
Niger,NER,Africa,Sub-Saharan Africa,2015,Developing,Low income,61.8,20128132,481.1112995,1187.645508,,22,49,,25.73,5.35,84,83,7693,85,87,84,0.4,9.6,9.4,0.351,0.46,0.3,1.8,4.485899925,11.59,4.5,,,0.350191595,1.09
Nigeria,NGA,Africa,Sub-Saharan Africa,2000,Developing,Low income,47.1,122851980,565.3043172,2655.989258,2.84,45,576,9.23,17.65,3.2,,31,212183,33,943,29,4.9,14.3,14.4,0,0.49,0.28,,,11.53,3.4,,4.933,0.435419636,5.32
Nigeria,NGA,Africa,Sub-Saharan Africa,2001,Developing,Low income,47.4,126152680,577.0569695,2864.222656,3.25,48,574,9.58,18.49,3.19,,36,168107,32,936,27,5.1,14.1,14.1,0,0.49,0.28,,,11.54,3.6,,,0.43815362,5.68
Nigeria,NGA,Africa,Sub-Saharan Africa,2002,Developing,Low income,47.7,129583030,733.5381615,3191.837646,2.43,49,571,9.61,18.06,2.49,,40,42007,30,928,25,5.3,13.8,13.8,0,0.49,0.28,,,11.54,3.8,,,0.440926344,5.91
Nigeria,NGA,Africa,Sub-Saharan Africa,2003,Developing,Low income,48.1,133119810,786.8024093,3296.341064,4.5,41,567,9.75,39.08,5.05,,42,141258,34,918,29,5.4,13.5,13.6,0,0.49,0.28,5.2,,11.54,4,0.400635793,,0.444972788,6.06
Nigeria,NGA,Africa,Sub-Saharan Africa,2004,Developing,Low income,48.5,136756850,992.7452801,3529.894531,4.33,47,563,9.76,44.16,4.63,,43,31521,37,907,33,5.4,13.2,13.2,0.445,0.49,0.28,5.2,,11.54,4.2,,,0.451279226,6.14
Nigeria,NGA,Africa,Sub-Saharan Africa,2005,Developing,Low income,49.2,140490720,1250.406675,3631.501465,4.11,4,556,9.71,53.93,4.47,18,45,110927,41,893,36,5.4,12.9,12.9,0.463,0.49,0.28,5.2,,11.53,4.4,,4.197,0.456007848,6.13
Nigeria,NGA,Africa,Sub-Saharan Africa,2006,Developing,Low income,49.8,144329760,1652.15369,4009.970947,3.66,396,549,9.66,65.72,4.26,27,46,704,44,879,40,5.3,12.6,12.6,0.466,0.49,0.28,5.2,,11.51,4.7,,,0.464281515,5.94
Nigeria,NGA,Africa,Sub-Saharan Africa,2007,Developing,Low income,55,148294030,1876.412777,4052.192871,4.47,388,542,9.55,69.15,3.91,42,54,2613,41,863,42,5.2,12.3,12.3,0.477,0.49,0.29,5.2,,11.48,4.9,,,0.474275748,5.74
Nigeria,NGA,Africa,Sub-Saharan Africa,2008,Developing,Lower-middle income,59,152382510,2227.789952,4226.714355,4,386,536,9.3,80.1,3.7,41,60,9960,53,848,53,5,12,11.9,0.481,0.49,0.29,5.2,,11.43,5.2,,,0.48338709,5.49
Nigeria,NGA,Africa,Sub-Saharan Africa,2009,Developing,Lower-middle income,51.6,156595740,1883.887348,4428.627441,4.24,376,527,9.05,68.01,3.58,63,66,1272,64,832,63,4.9,11.7,11.6,0.487,0.5,0.29,5.2,,11.37,5.5,,,0.493805597,5.18
Nigeria,NGA,Africa,Sub-Saharan Africa,2010,Developing,Lower-middle income,52,160952860,2280.111979,4635.558105,3.47,374,521,8.9,75.59,3.3,49,54,8491,56,817,54,4.8,11.3,11.2,0.492,0.5,0.29,5.2,,11.29,5.8,0.356502097,3.812,0.504859074,5.08
Nigeria,NGA,Africa,Sub-Saharan Africa,2011,Developing,Lower-middle income,52.3,165463740,2504.878279,4758.778809,3.69,375,513,8.75,83.11,3.32,46,48,18843,49,802,48,4.7,11,1.9,0.5,0.5,0.29,5.5,,11.18,6.1,,,0.515226816,5.05
Nigeria,NGA,Africa,Sub-Saharan Africa,2012,Developing,Lower-middle income,52.7,170075940,2728.022683,4848.225586,3.3,374,505,8.54,91.06,3.36,42,42,6447,42,788,42,4.4,1.7,1.6,0.507,0.5,0.29,5.7,,11.03,6.4,0.355130072,,0.525805574,4.89
Nigeria,NGA,Africa,Sub-Saharan Africa,2013,Developing,Lower-middle income,53.2,174726130,2976.756736,5045.010254,3.7,367,498,8.3,100.82,3.42,43,41,52852,43,773,43,3.9,1.4,1.2,0.514,0.5,0.29,5.9,,10.88,6.7,,,0.535959062,4.61
Nigeria,NGA,Africa,Sub-Saharan Africa,2014,Developing,Lower-middle income,53.6,179379020,3200.953146,5311.162109,3.67,362,490,0.01,106.12,3.35,43,40,6855,44,759,43,3.9,1.1,9.9,0.521,0.5,0.29,5.9,,10.76,7,,,0.546318838,4.45
Nigeria,NGA,Africa,Sub-Saharan Africa,2015,Developing,Lower-middle income,54.5,183995780,2679.554765,5356.223145,,344,483,,96.28,3.58,42,42,12423,42,747,42,3.7,9.8,9.7,0.525,0.5,0.29,6,,10.71,7.4,0.358797787,,0.556320847,4.56
North Macedonia,MKD,Europe,Southern Europe,2000,Developing,Lower-middle income,72.6,2037940,1861.898065,10065.54297,8.52,125,0,2.86,164.22,8.87,,96,36,97,0,95,0.1,2.8,2.8,0,1.88,0.42,6.5,,11.62,17.7,0.342638721,27.614,1.141864442,0.01
North Macedonia,MKD,Europe,Southern Europe,2001,Developing,Lower-middle income,73.1,2053391,1823.023561,9823.227539,8.18,126,0,3.27,151.38,8.38,,91,27,92,0,91,0.1,2.8,2.8,0,1.87,0.42,6.8,,11.61,18,,,1.153358803,0.01
North Macedonia,MKD,Europe,Southern Europe,2002,Developing,Lower-middle income,72.8,2064739,1989.135125,10002.85352,9.1,128,0,2.53,173.7,8.98,,97,19,98,0,96,0.1,2.7,2.7,0,1.87,0.43,7.1,3.300149918,11.6,18.3,0.385090683,,1.170260085,0.01
North Macedonia,MKD,Europe,Southern Europe,2003,Developing,Lower-middle income,73.2,2071150,2440.476943,10184.36133,9.17,126,0,2.4,215.36,9.01,,96,18,96,0,96,0.1,2.7,2.7,0,1.87,0.43,7.5,,11.58,18.6,0.387223932,,1.181859043,0.01
North Macedonia,MKD,Europe,Southern Europe,2004,Developing,Lower-middle income,73.5,2075879,2795.899261,10692.68066,8.64,12,0,2.07,231.87,8.47,,95,9,96,0,94,0.1,2.6,2.6,0,1.86,0.43,7.8,,11.56,18.9,0.384325517,,1.18962594,0.01
North Macedonia,MKD,Europe,Southern Europe,2005,Developing,Lower-middle income,73.6,2078667,3072.678573,11046.98145,7.95,12,0,1.75,231.04,7.68,53,98,5,96,0,97,0.1,2.5,2.6,0,1.86,0.44,8.2,,11.55,19.2,0.393052501,29.042,1.203965092,0.01
North Macedonia,MKD,Europe,Southern Europe,2006,Developing,Lower-middle income,73.7,2081081,3362.968419,11754.26953,7.61,122,0,1.74,243.55,7.38,89,92,3,94,0,93,0.1,2.5,2.5,0.703,1.85,0.44,8.4,,11.53,19.6,0.426425032,,1.231736206,0.01
North Macedonia,MKD,Europe,Southern Europe,2007,Developing,Lower-middle income,73.5,2083494,4079.391954,11959.57422,6.9,12,0,1.75,263.06,6.57,96,96,1,96,0,95,0.1,2.4,2.5,0.709,1.85,0.44,8.5,,11.5,19.9,,,1.266288478,0.01
North Macedonia,MKD,Europe,Southern Europe,2008,Developing,Upper-middle income,74.2,2086228,4841.251694,13054.44434,6.85,111,0,1.72,311.3,6.55,97,96,27,98,0,95,0.1,2.4,2.4,0.714,1.85,0.45,8.7,,11.47,20.3,0.461416256,,1.292720874,0.01
North Macedonia,MKD,Europe,Southern Europe,2009,Developing,Upper-middle income,74.4,2089793,4584.709832,13046.26465,6.74,111,0,1.77,293.72,6.53,95,96,5,96,0,96,0.1,2.3,2.4,0.73,1.84,0.45,8.9,,11.44,20.7,0.427644552,,1.316318521,0.01
North Macedonia,MKD,Europe,Southern Europe,2010,Developing,Upper-middle income,74.7,2093828,4577.688755,13364.53516,6.83,18,0,1.47,301.87,6.71,90,95,217,98,0,95,0.1,2.3,2.3,0.732,1.84,0.45,9.1,,11.42,21.1,0.40160622,30.874,1.327775752,0.01
North Macedonia,MKD,Europe,Southern Europe,2011,Developing,Upper-middle income,74.9,2097110,5098.097583,13606.37891,6.61,17,0,1.16,326.08,6.52,96,97,701,97,0,96,0.1,2.2,2.3,0.735,1.84,0.45,9.3,,11.41,21.5,0.393741066,,1.333329056,0.01
North Macedonia,MKD,Europe,Southern Europe,2012,Developing,Upper-middle income,75.1,2099486,4728.308142,13472.13184,6.76,15,0,1.23,307.04,6.61,98,97,7,96,0,95,0.1,2.2,2.2,0.739,1.84,0.45,9.3,,11.4,21.9,0.381365174,,1.351021459,0.01
North Macedonia,MKD,Europe,Southern Europe,2013,Developing,Upper-middle income,75.3,2102220,5241.058345,13813.84668,6.7,14,0,1.03,345.85,6.72,97,98,4,96,0,98,0.1,2.2,2.2,0.741,1.84,0.45,9.4,,11.38,22.4,0.362429362,,1.349104203,0.01
